id,name,x,y
E06000001,"Hartlepool",324.33560841093896,84.00925882669728
E06000002,"Middlesbrough",324.6918054510526,85.63412654263401
E06000003,"Redcar and Cleveland",326.3350574699246,85.45332034710809
E06000004,"Stockton On Tees",323.7840648765819,85.40994940907505
E06000005,"Darlington",321.989177107218,85.63336255301186
E06000006,"Halton",312.7885962779336,101.39162567616277
E06000007,"Warrington",314.02182798066366,100.66810850216008
E06000008,"Blackburn",314.7366730360117,96.85398963848013
E06000009,"Blackpool",310.05738939796043,95.31769595136937
E06000010,"Hull City",332.36983880864176,95.3735862240671
E06000011,"East Riding of Yorkshire",331.0103469076581,94.00430845689358
E06000012,"North East Lincolnshire",334.1246107663225,98.16598806478551
E06000013,"North Lincolnshire",330.31679625100367,97.70073306979828
E06000014,"York",326.26978028295184,93.09454141775652
E06000015,"Derby City",323.33084699678665,106.75351936598675
E06000016,"Leicester City",326.30626276934515,110.23171989144504
E06000017,"Rutland",330.2885878705688,109.78856273419957
E06000018,"Nottingham City",325.75886862319885,106.04994771096011
E06000019,"Herefordshire",312.7970841762332,117.56074018337497
E06000020,"Telford and Wrekin Council",314.8121223503226,109.3439888750907
E06000021,"Stoke-On-Trent",317.4545765809382,105.54188768569567
E06000022,"Bath and North East Somerset",315.29040578951964,127.30755952004925
E06000023,"Bristol",314.1864341308456,125.8759651321772
E06000024,"North Somerset",312.5357449618683,126.91546782155648
E06000025,"South Gloucestershire",315.39402525704224,124.86600148060403
E06000026,"Plymouth City",301.17922557470393,140.16485052428538
E06000027,"Torbay",306.106965273964,139.4783676306146
E06000028,"Bournemouth",320.80534035757375,135.2531057750874
E06000029,"Poole",319.907769246844,135.24009267141216
E06000030,"Swindon",321.5075402148939,124.32871755091806
E06000031,"Peterborough City",333.7006857356862,110.32679693561461
E06000032,"Luton",332.63868320222275,119.70935004595063
E06000033,"Southend-On-Sea",342.55920667996554,123.78031166970192
E06000034,"Thurrock",339.65510738562176,124.43818674405696
E06000035,"Medway",341.31577182199845,125.58943340970235
E06000036,"Bracknell Forest",330.20150174774454,126.1843014669755
E06000037,"West Berkshire",325.3293873338257,125.81322369872076
E06000038,"Reading",328.08303891761665,125.67394270332453
E06000039,"Slough",331.4693668460079,124.8185891886246
E06000040,"Windsor and Maidenhead",330.50793486515454,125.15440290462685
E06000041,"Wokingham",328.9533812636025,125.95321283196984
E06000042,"Milton Keynes",329.9146641266697,117.33855488311177
E06000043,"Brighton and Hove",335.7402932313523,133.36824110199066
E06000044,"Portsmouth",327.6321641575532,134.0080619357473
E06000045,"Southampton",324.73441748727595,132.79894160121972
E06000046,"Isle of Wight",325.7164357441369,135.99897438620042
E06000047,"Durham",319.59003581324083,83.81836925065673
E06000049,"Cheshire East",315.8557212201021,103.47085954431992
E06000050,"Cheshire West and Chester",312.6617922292495,103.3104496726625
E06000051,"Shropshire",312.7682001366975,110.62603350402918
E06000052,"Cornwall",294.98155966548126,139.97270853196702
E06000053,"Isles of Scilly",281.85008579049327,146.03481615276567
E06000054,"Wiltshire",319.87871105242516,127.97739702181532
E06000055,"Bedford",332.03825106393555,115.8744050636842
E06000056,"Central Bedfordshire",332.48475883461964,118.24434875381569
E06000057,"Northumberland",317.55137483504444,76.92399636048752
E07000004,"Aylesbury Vale",328.71627716790636,119.89210283773153
E07000005,"Chiltern",331.0230219605153,122.57691966027558
E07000006,"South Buckinghamshire",331.41172459238174,124.19091247035271
E07000007,"Wycombe",329.4342119448123,123.05053171936649
E07000008,"Cambridge City",337.2097734343543,115.51107831377998
E07000009,"East Cambridgeshire",338.4914106870287,113.57271207664633
E07000010,"Fenland",336.3740405585374,110.80451595241055
E07000011,"Huntingdonshire",334.1082953412253,113.37642075249681
E07000012,"South Cambridgeshire",336.7879613831009,115.87970647422782
E07000026,"Allerdale",308.1582826705485,83.93817336906157
E07000027,"Barrow-in-Furness",308.56142166446085,91.19033487022082
E07000028,"Carlisle City",311.6689822700654,80.45538150630446
E07000029,"Copeland",307.1310677227572,87.58913812040097
E07000030,"Eden",313.2363939018137,85.02454971033302
E07000031,"South Lakeland",311.58956786964586,88.91430293025626
E07000032,"Amber Valley",323.2982663198489,105.2370092498538
E07000033,"Bolsover",324.80494702564823,102.76789496612362
E07000034,"Chesterfield",323.7524837034524,102.27373982679406
E07000035,"Derbyshire Dales",321.3593784622454,104.01043810710063
E07000036,"Erewash",324.34266652446985,106.42312453034737
E07000037,"High Peak",319.7674038975744,100.87629696736319
E07000038,"North East Derbyshire",323.3730145526417,102.68171487952613
E07000039,"South Derbyshire",322.5973318895693,107.83659395632522
E07000040,"East Devon",308.9500738106568,135.17928622311874
E07000041,"Exeter City",306.45073604645825,135.77551652835928
E07000042,"Mid Devon",306.03748961122363,133.75121225002502
E07000043,"North Devon",302.949310279677,131.23672841618745
E07000044,"South Hams",303.7607278546928,140.37686525351504
E07000045,"Teignbridge",305.1811900396346,137.31296005970597
E07000046,"Torridge",300.0175143096288,133.65560279035353
E07000047,"West Devon",301.80157644854165,136.67003424245058
E07000048,"Christchurch",321.41068132824864,134.97096849302721
E07000049,"East Dorset",319.87900726254554,133.67794434977466
E07000050,"North Dorset",317.39311947316355,133.09500653604113
E07000051,"Purbeck",318.4059712995128,136.12023960489316
E07000052,"West Dorset",314.5461103335599,134.83165408050758
E07000053,"Weymouth and Portland",315.6651063546396,137.1172859332993
E07000061,"Eastbourne",339.2550653976185,134.10013204039248
E07000062,"Hastings",341.8346107256851,132.74052988796896
E07000063,"Lewes",336.9214264481243,132.8127150285227
E07000064,"Rother",341.49017381300297,131.6731900977309
E07000065,"Wealden",338.54806183073174,131.6177503861687
E07000066,"Basildon",340.44553022322265,123.33311464462996
E07000067,"Braintree",341.2641606804035,118.6801928205119
E07000068,"Brentwood",339.0825861976981,122.76620059761308
E07000069,"Castle Point",341.4636949701286,123.86845766486995
E07000070,"Chelmsford",340.4783103926549,121.55556140203693
E07000071,"Colchester",343.58870962200933,119.42139356101175
E07000072,"Epping Forest",337.6511919015921,121.91553058841507
E07000073,"Harlow",337.2699155413592,121.15245962460969
E07000074,"Maldon",342.95448490964645,121.62544799564799
E07000075,"Rochford",342.8309727883282,123.1421901815163
E07000076,"Tendring",345.7520157115654,119.36747055223145
E07000077,"Uttlesford",338.62643416244526,118.90833739752824
E07000078,"Cheltenham",318.57090390067646,120.13948315278908
E07000079,"Cotswold",320.14424160837143,121.15638567846696
E07000080,"Forest of Dean",315.05524884279424,121.00922411489728
E07000081,"Gloucester City",317.1679516963049,120.79726433810872
E07000082,"Stroud",316.7316455176937,122.38994736467865
E07000083,"Tewkesbury",318.4416680092187,119.50606998081555
E07000084,"Basingstoke and Deane",326.29583976272454,128.0960009238726
E07000085,"East Hampshire",328.50940080403547,130.6354058951655
E07000086,"Eastleigh",325.35698910473616,132.54425189016752
E07000087,"Fareham",326.2962232198088,133.62780031902813
E07000088,"Gosport",326.84987668385355,134.2403311010077
E07000089,"Hart",328.9053566453751,127.85449335670756
E07000090,"Havant",328.30937548646176,133.62043240338608
E07000091,"New Forest",322.7502178407304,133.64954413143752
E07000092,"Rushmoor",330.0316089594782,127.9614657026208
E07000093,"Test Valley",323.6844307579634,130.086765064149
E07000094,"Winchester City",326.23006146829874,131.32451051915865
E07000095,"Broxbourne",335.9640946089637,121.78074048355779
E07000096,"Dacorum",331.7160165225908,121.26838792709667
E07000098,"Hertsmere",333.9919986227686,122.4968366880295
E07000099,"North Hertfordshire",334.5850526042152,118.77716450419628
E07000102,"Three Rivers",332.46431564877,122.77414160948359
E07000103,"Watford",332.95072986842047,122.66124572526829
E07000105,"Ashford",343.73758350866797,129.27295059419615
E07000106,"Canterbury City",346.15189785681343,127.08784211303977
E07000107,"Dartford",338.71568931497114,125.52714753945864
E07000108,"Dover",347.78125965668414,127.90569399169603
E07000109,"Gravesham",339.96034023294175,125.82647299371719
E07000110,"Maidstone",341.6693966272718,127.93997875484114
E07000111,"Sevenoaks",338.12389176092586,127.58656896808692
E07000112,"Shepway",345.366842469054,130.09890904942498
E07000113,"Swale",343.6252008716447,126.51082930256491
E07000114,"Thanet",348.0973075006733,126.00559540092082
E07000115,"Tonbridge and Malling",339.7227842801311,127.53396365499532
E07000116,"Tunbridge Wells",340.4610031955445,129.589678589195
E07000117,"Burnley",316.7468460811039,95.69442905346045
E07000118,"Chorley",313.2493349695554,97.28522713055253
E07000119,"Fylde",311.019161061886,95.6895316536833
E07000120,"Hyndburn",315.36319021654117,95.98789100663447
E07000121,"Lancaster City",312.7891892135584,92.0057944557136
E07000122,"Pendle",317.02706352864334,94.56948230402195
E07000123,"Preston",312.8037326032075,95.34648297165188
E07000124,"Ribble Valley",314.86911690736565,94.07783387146291
E07000125,"Rossendale",316.3972660223409,96.80270942054297
E07000126,"South Ribble",312.7305652362013,96.43458657824131
E07000127,"West Lancashire",311.4204657963113,98.12369817597877
E07000128,"Wyre",311.674578287818,94.26866514294102
E07000129,"Blaby",325.54672948986627,111.12430635189766
E07000130,"Charnwood",326.11313405985965,108.94811262659293
E07000131,"Harborough",327.36580124010385,111.4826363194534
E07000132,"Hinckley and Bosworth",324.1017918647333,110.5842702216931
E07000133,"Melton",328.52441030022703,108.08866570061457
E07000134,"North West Leicestershire",323.927711997042,108.80982063773689
E07000135,"Oadby and Wigston",326.62516652567535,110.8830001374153
E07000136,"Boston",335.2992247060766,105.50598675573511
E07000137,"East Lindsey",335.63713283899574,101.87958855942547
E07000138,"Lincoln City",330.83251809539115,102.42827951375122
E07000139,"North Kesteven",331.8195941171627,104.25453184843884
E07000140,"South Holland",335.317655932376,107.90968259665468
E07000141,"South Kesteven",331.3382574815671,107.2250233045594
E07000142,"West Lindsey",331.3964334571656,100.22431798675888
E07000143,"Breckland",342.906951628374,110.14165612487695
E07000144,"Broadland",346.8033642049665,108.43746856682131
E07000145,"Great Yarmouth",349.7929561915028,109.02276034736146
E07000146,"King's Lynn and West Norfolk",339.76647513286395,108.6127869035383
E07000147,"North Norfolk",345.5530091033507,106.60418229685271
E07000148,"Norwich City",346.5769360728748,109.33983163039483
E07000149,"South Norfolk",346.6570367543315,110.88394782849235
E07000150,"Corby",330.0237666917127,111.90646579051622
E07000151,"Daventry",327.1307724158229,114.40541040070889
E07000152,"East Northamptonshire",331.50215703144204,112.39059945997548
E07000153,"Kettering",329.47258626547654,112.8803744726441
E07000154,"Northampton",328.5334426682758,115.33064605880341
E07000155,"South Northamptonshire",327.2662571664264,116.92716264268286
E07000156,"Wellingborough",329.9916912445242,114.66798376890839
E07000163,"Craven",317.0509485906429,91.80304258611731
E07000164,"Hambleton",324.00731786882255,88.94167705780836
E07000165,"Harrogate",321.82214661305466,91.84126071917115
E07000166,"Richmondshire",318.9340115470686,88.12706049788503
E07000167,"Ryedale",327.87595572961635,89.78890971525009
E07000168,"Scarborough",329.5668889895089,87.71633519003973
E07000169,"Selby",325.738460952356,95.33180738474928
E07000170,"Ashfield",325.01006529887195,104.3631744325281
E07000171,"Bassetlaw",327.4049490867622,101.15811173405704
E07000172,"Broxtowe",325.0352503005371,105.86760472411662
E07000173,"Gedling",326.20841653961054,105.15380196034889
E07000174,"Mansfield",325.6968009998286,103.3218083443459
E07000175,"Newark and Sherwood",327.833917001435,103.8541171493572
E07000176,"Rushcliffe",326.9507994179759,106.78590543390541
E07000177,"Cherwell",325.3572011480365,119.13736457806056
E07000178,"Oxford City",325.74210921133044,121.7983504970425
E07000179,"South Oxfordshire",327.2473594469431,123.33176031595737
E07000180,"Vale of White Horse",324.0749143171627,123.43025942763902
E07000181,"West Oxfordshire",323.433487631886,120.78489087334688
E07000187,"Mendip",314.7317426421611,129.33065001258686
E07000188,"Sedgemoor",311.26669676826845,129.69422590186937
E07000189,"South Somerset",313.35608187393217,132.18162993990467
E07000190,"Taunton Deane",309.4767102009116,131.9463573779801
E07000191,"West Somerset",306.5217104020866,130.38347322876368
E07000192,"Cannock Chase",319.10048221194796,109.4789335927994
E07000193,"East Staffordshire",320.46205950602945,107.4777692154055
E07000194,"Lichfield",320.5846636495839,109.75432547113624
E07000195,"Newcastle-Under-Lyme",316.1683428387439,105.89444686216612
E07000196,"South Staffordshire",317.4709120937959,110.65145247838922
E07000197,"Stafford",317.40557987819386,107.75243204497306
E07000198,"Staffordshire Moorlands",318.9697650003458,104.70834201682526
E07000199,"Tamworth",321.6782212352184,110.52750611688293
E07000200,"Babergh",343.89386109780736,117.08162485910276
E07000201,"Forest Heath",340.4877162879403,113.31606376197331
E07000202,"Ipswich",346.03045347242363,116.91281288173228
E07000203,"Mid Suffolk",345.31388892220053,114.46265011913864
E07000204,"St Edmundsbury",341.77762035231626,114.83625582044202
E07000205,"Suffolk Coastal",348.0811875408645,115.36763933850806
E07000206,"Waveney",349.32701058013214,111.97136634310873
E07000207,"Elmbridge",333.218608600189,126.73342208555717
E07000208,"Epsom and Ewell",334.353858538421,126.92084362913562
E07000209,"Guildford",331.8181760468935,128.22814046222123
E07000210,"Mole Valley",333.8771315676346,128.61027807893853
E07000211,"Reigate and Banstead",335.00346515315573,128.0231129104248
E07000212,"Runnymede",331.91647478376586,126.30544096242872
E07000213,"Spelthorne",332.5290182786522,125.87191184192
E07000214,"Surrey Heath",330.8317361995056,127.0162270222727
E07000215,"Tandridge",336.2978810514384,128.30862155957126
E07000216,"Waverley",331.25755045352554,129.53993467171594
E07000217,"Woking",331.7906931223728,127.36133984505832
E07000218,"North Warwickshire",322.1298704782178,111.54362581838795
E07000219,"Nuneaton and Bedworth",323.4328898107465,112.11013650046337
E07000220,"Rugby",324.72745817022883,113.59339975907665
E07000221,"Stratford-on-Avon",322.31296747506525,116.35382573456067
E07000222,"Warwick",322.58722086895887,114.63071015123872
E07000223,"Adur",334.3063455228534,133.42663514960884
E07000224,"Arun",331.98372023361566,133.568729147062
E07000225,"Chichester",330.45757069629633,132.30851850018934
E07000226,"Crawley",335.1616103560385,129.69504294246408
E07000227,"Horsham",333.64525629380927,131.49488674871833
E07000228,"Mid Sussex",335.6979533175276,131.04894712137073
E07000229,"Worthing",333.47434697590495,133.65999173280193
E07000234,"Bromsgrove",318.9146442786341,114.05562540442442
E07000235,"Malvern Hills",316.1795612145092,116.45736700351178
E07000236,"Redditch",319.4828147566742,115.07965599168635
E07000237,"Worcester City",317.3081733517244,116.24831255322941
E07000238,"Wychavon",318.68285217945714,116.64280238623223
E07000239,"Wyre Forest",316.7168567025452,113.87557951372798
E07000240,"St Albans City",333.4139814683338,121.27750506316538
E07000241,"Welwyn Hatfield",334.6851863807006,121.29144081666101
E07000242,"East Hertfordshire",336.2139484572607,119.93473825023328
E07000243,"Stevenage",334.6456130399584,119.49096236231938
E08000001,"Bolton",314.77130801332265,98.32785851161802
E08000002,"Bury",316.05134000206647,98.1804598416519
E08000003,"Manchester",316.7557859209946,99.93180540965378
E08000004,"Oldham",318.23741329597925,98.59688502693606
E08000005,"Rochdale",317.32760760856877,97.7819917839867
E08000006,"Salford",315.6013380497912,99.46418235503708
E08000007,"Stockport",317.6428832381785,100.65685612629572
E08000008,"Tameside",318.1603519378993,99.56299235889558
E08000009,"Trafford",315.7426222560491,100.37606153237398
E08000010,"Wigan",313.7675940168057,99.05374947182119
E08000011,"Knowsley",311.75695029674307,100.37335997442243
E08000012,"Liverpool",311.07262927451836,100.65743730198565
E08000013,"St Helens",312.66749707825204,99.91180626310056
E08000014,"Sefton",310.3172575305769,98.78195248921142
E08000015,"Wirral",309.805555457344,101.20377519627822
E08000016,"Barnsley",322.547314146692,98.68638653786162
E08000017,"Doncaster",326.17250220441866,98.46021900892481
E08000018,"Rotherham",324.64973918667556,100.27003789132674
E08000019,"Sheffield",322.4511452509617,100.39266058207168
E08000021,"Newcastle Upon Tyne",320.9580089414878,79.76843064158052
E08000022,"North Tyneside",322.0759204254027,79.47708017981009
E08000023,"South Tyneside",322.7078281872627,80.298183557983
E08000024,"Sunderland",322.67502147393907,81.36023795421764
E08000025,"Birmingham",320.06555334102046,112.37175302181039
E08000026,"Coventry",323.0943715152283,113.21987791993172
E08000027,"Dudley",318.0900263935808,112.49556497296506
E08000028,"Sandwell",318.92357503262576,112.04973563281138
E08000029,"Solihull",321.34232985811906,113.31987793709676
E08000030,"Walsall",319.2541128193274,110.949257634013
E08000031,"Wolverhampton",317.95351168951873,111.11205746041662
E08000032,"Bradford",319.76406107800466,94.77055161631439
E08000033,"Calderdale",318.8221612940517,96.39127276196847
E08000034,"Kirklees",320.59759262568934,97.55770389691106
E08000035,"Leeds",322.65481444187185,94.93274336094078
E08000036,"Wakefield",323.5005249314358,97.04144509483335
E08000037,"Gateshead",320.78185559842444,80.71234017884676
E09000001,"City of London Corporation",335.7050893271501,124.55060015541603
E09000002,"Barking and Dagenham",337.6231561576847,124.06295997312665
E09000003,"Barnet",334.63686126352457,123.27163323588051
E09000004,"Bexley",337.73590675894854,125.19259286313127
E09000005,"Brent",334.17315205615415,124.04632274623495
E09000006,"Bromley",337.0271538107615,126.36860197626007
E09000007,"Camden",335.126906986848,124.16344237447416
E09000008,"Croydon",335.8441096913797,126.641769261195
E09000009,"Ealing",333.6503424307339,124.54209905699733
E09000010,"Enfield",335.6673327500562,122.76656772851268
E09000011,"Greenwich",337.00559215760006,125.04452298828501
E09000012,"Hackney",335.92942126524645,124.05007584426754
E09000013,"Hammersmith and Fulham",334.6087885945475,124.85002114527339
E09000014,"Haringey",335.53085005902534,123.56745113797399
E09000015,"Harrow",333.5226204496054,123.55995980442765
E09000016,"Havering",338.3630585698601,123.77754692838943
E09000017,"Hillingdon",332.6576512294508,124.33566979705903
E09000018,"Hounslow",333.37306864936295,125.26559087060488
E09000019,"Islington",335.53058066284166,124.11864450557601
E09000020,"Kensington and Chelsea",334.8504934180605,124.76541046088121
E09000021,"Kingston-Upon-Thames",334.1069427815468,126.29103839180434
E09000022,"Lambeth",335.5177477290097,125.37284507127899
E09000023,"Lewisham",336.36538552599126,125.40018621826691
E09000024,"Merton",334.8649821003048,125.96875610588229
E09000025,"Newham",336.79978486124446,124.32385567683423
E09000026,"Redbridge",337.1041148451837,123.55790205706013
E09000027,"Richmond-Upon-Thames",333.8530360458866,125.58877227364121
E09000028,"Southwark",335.88150391353156,125.09128614455416
E09000029,"Sutton",335.0621940413097,126.58906569978048
E09000030,"Tower Hamlets",336.19030524517336,124.49948057000684
E09000031,"Waltham Forest",336.34066450664176,123.48275368094798
E09000032,"Wandsworth",334.9342473024187,125.4212188694957
E09000033,"Westminster",335.1132783273188,124.59128948416016
S12000005,"Clackmannanshire",303.9655678781685,65.5023438281187
S12000006,"Dumfries and Galloway",302.2596529812748,79.19698163152059
S12000008,"East Ayrshire",299.40601620873485,74.00000205052038
S12000010,"East Lothian",312.1311739286639,68.09398338252487
S12000011,"East Renfrewshire",299.04055183634034,70.58466320966717
S12000013,"Comhairle nan Eilean Siar (Western Isles)",279.7346832187154,43.04321766332437
S12000014,"Falkirk",303.5213902336415,67.49523389169505
S12000015,"Fife",308.8306415348685,64.48668068204773
S12000017,"Highland",295.8615817811746,47.66498452223899
S12000018,"Inverclyde",295.96967298798324,68.69818250402709
S12000019,"Midlothian",309.03524611077586,69.50961810507458
S12000020,"Moray",307.5499673324523,48.828347618771154
S12000021,"North Ayrshire",294.0577204977685,71.87031161952747
S12000023,"Orkney Islands",308.9652916039532,29.580260750186735
S12000024,"Perth and Kinross",303.2741127618643,60.26987692024135
S12000026,"Scottish Borders",311.66452752468695,72.73245594556958
S12000027,"Shetland Islands",322.0001632029973,12.760859180411098
S12000028,"South Ayrshire",296.38472611800006,76.77464537655918
S12000029,"South Lanarkshire",303.45000375252584,72.3595575342651
S12000030,"Stirling",299.1871319597034,64.35728096581981
S12000033,"Aberdeen City",316.03619765727933,52.64349227420211
S12000034,"Aberdeenshire",312.52355564949215,51.67549393493934
S12000035,"Argyll and Bute",289.9843382628352,65.86448881865228
S12000036,"Edinburgh",307.5974524766721,68.35864124306583
S12000038,"Renfrewshire",297.56854774203435,69.4078118482405
S12000039,"West Dunbartonshire",297.7857046557404,67.61973573712008
S12000040,"West Lothian",305.3162371142616,68.88999006551232
S12000041,"Angus",310.3809053518936,58.19557174636183
S12000042,"Dundee City",310.0319979561588,61.31325820757237
S12000044,"North Lanarkshire",302.32783637588665,69.0308282214315
S12000045,"East Dunbartonshire",300.10985164817436,68.00603519721146
S12000046,"Glasgow City",299.8963989416212,69.25294454055027
W06000001,"Anglesey",298.93422836873395,102.26712595047154
W06000002,"Gwynedd",301.89865689792396,107.38478623149113
W06000003,"Conwy",304.28436865443666,104.18600782250316
W06000004,"Denbighshire",307.481124484809,104.78630888257575
W06000005,"Flintshire",309.07851011377153,103.2255898139291
W06000006,"Wrexham",310.30898196437226,106.0382782734071
W06000008,"Ceredigion",301.49574252706657,115.71005677193322
W06000009,"Pembrokeshire",294.56396045739143,120.9147288007728
W06000010,"Carmarthenshire",300.780950657144,120.27565773147545
W06000011,"Swansea",301.7033448412749,123.69902631749966
W06000012,"Neath Port Talbot",304.3570322843851,123.18663245506866
W06000013,"Bridgend",305.59693872576173,124.81029781070488
W06000014,"Vale of Glamorgan",307.3214393955144,126.25177848084157
W06000015,"Cardiff",308.9907832485995,125.38048557072044
W06000016,"Rhondda Cynon Taf",306.98232969474157,123.57174681205359
W06000018,"Caerphilly",308.95829528470273,123.51092071502366
W06000019,"Blaenau Gwent",309.03497456498826,122.02285093849416
W06000020,"Torfaen",310.24893293236465,122.90085370728464
W06000021,"Monmouthshire",311.78607618044845,121.99492990642979
W06000022,"Newport",311.01997671566306,124.45222097260033
W06000023,"Powys",307.11012118606203,114.76600439543536
W06000024,"Merthyr Tydfil",307.60687376523435,122.37703203887585
N09000001,"Antrim and Newtownabbey",284.0576294374231,83.87811260341888
N09000002,"Armagh City,Banbridge and Craigavon",281.85420305583176,88.10826577318016
N09000003,"Belfast City",286.11403690591135,85.26774046051325
N09000004,"Causeway Coast and Glens",280.9543386893894,79.21985160820392
N09000005,"Derry City and Strabane",274.62877833956657,82.12199627404911
N09000006,"Fermanagh and Omagh",273.30397720849254,86.9368234601279
N09000007,"Lisburn and Castlereagh City",285.19900818393273,86.38497294725663
N09000008,"Mid and East Antrim",284.8843592637208,81.67998897096017
N09000009,"Mid Ulster",279.18889720110036,84.80324411663076
N09000010,"Newry,Mourne and Down",285.01186406687873,89.88273464601212
N09000011,"Ards and North Down",288.6640677445733,86.10288747930794